teks,label
"rakyat tidak butuh paparan dan data2 perekonomian yang ada di Indonesia, yang dirasakan rakyat terutama rakyat kecil sekarang kehidupan dalam menjalankan kebuthan sehari2nya terhimpit akibat pungutan2 pajak yang tidak bisa dilaksankan karena tidak adanya sumber pendapatan dimana2 pengangguran tenaga kerja, sulitnya mencari pekerjaan dikarenakan pengusaha2 ditekan dengan kebijakkan pembayaran pajak yg luar biasa..sudah rakyat tidak butuh paparan mu pak...hoi dengarkan suara rakyat apa yang diminta",positif
"Jujur saya terkesan dgn presentasi menkeu ini. Semoga dgn kebijakannya kedepan, beliau bisa membawa Indonesia lebih baik lagi.",positif
Jgn sqlah dia org pinter loh teknik elektro ITB loh dia slaah satu lulusan di ITB lalu beasiswa ke Amerika utk S2 dan S3 dia jg susah ngomong ga carmuk dan aoa adanya..ga butuh jabatan dia mah...byk tawaran kerja ..tp demi indonesia dia mau bergabung dipemerintahan,positif
Menurut saya ide bapak ini sangat menarik. Semoga dalam 3bln ke depan sudah ada hasil baik di masyarakat.,positif
Bapak Presiden terlihat dgn sumringah tersenyum❤❤❤,positif
Purba Yudhistira Sahadewa❤❤❤,positif
"Semoga bpk bener2 jadi koboi pak,",positif
"Bercerita target dan narasi impian sudah sering kami dengar, maaf bukannya pesimis tapi kami sudah bosan kena gocekan.. yg kami butuh kan hasil kinerja bukan angan2..
Buktikan dengan hasil",positif
"Kalo mendongkrak masyarakat supaya bisa naikan demand domestik, turunkan dulu index Korupsinya pak. Jangan banyak meja (calo-calo) to do pointnya untuk Investasi bukan Entertain.
Kalo bersih  ya mudah2an bapak bisa, semoga dengan   perampasan Aset dan Hukum mati sebagai support ya..",positif
Ini orang keliatan pro,positif
"Dia lupa, data masyarakat yg tdrjebak pinjol, data masyarakat yg menurun pendapatannya, data masyarakat yg menjadi miskin akibat phk. Dia lupa meningkatnya tingkat kejahatan.",negatif
P menteri ini analisa begitu terbuka...enak didengar...,positif
"Analisis bagus tapi kalau sumber data tidak benar, kesimpulan juga jadi salah",positif
Jgn sampe.ada.lagi menteri seperti menteri ESDM.,negatif
"P Menkeu sip, semoga bisa menerjemahkan visi dan misi Bpk Presiden",positif
Saya ingat mas Purbaya pernah juara silat nasional tahun 80 an. Dia dari merpati putih 😊,positif
Sehat selalu Pak Prabowo juga Pak menteri Purbaya ❤,positif
Semoga Allah mengijabah Aamiin.,positif
"Semoga pilihan yang tepat 
Ekonom yg memikirkan rakyat",positif
LPS kerjasnnya apa ya? Byk asuransi yg klaimnya nggak bisa cair setelah puluhan tahun. Katanya ada LPS? 😅,netral
Jajaran SBY adalah orang2 terbaik. Hanya beberapa yang kotor. Tapi jaman jokowi hampir 100 persen semuanya maling.,negatif
Bismillahirrahmanirrahim saya menaruh kepercayaan dan keyakinan bapa menteri ini betul betul memahami dan menguasai itung itungan yang berhubungan dengan pekerjaan nya sebagai menteri keuangan dan bapa ini berusaha dan terus menerus mencari solusi dari permasalahan ekonomi dan keuangan negara ❤,positif
"emg hrs ganti sdm, ditiktok bnyk bgt awal awal dibenci, kek pada ngerti aja, klu gk ngerti mending diem, pak prabwo lebih tau siapa yg pantas jdi menkeu",positif
"Dari Caranya pak purbaya bicara saya yakin bapak bisa membawa Ekonomi RI bisa membaik terus, bravo pak purbaya.",positif
Gak kosong jir.. 😂👏,netral
"siapapun orangnya, yg penting amanah dan pro rakyat",positif
Jenius 🎉,positif
Pembicaraannya sangat jelas,positif
Semoga anda sukses ya pak  . Jgn omon omon sana saini,positif
butuh menteri banyak kerja untuk hak rakyat ga butuh banyak bacot,negatif
"Ini artinya, pak Purbaya optimis pada kebijakan ekonomi pemerintah (pak Prabowo + bu Sri Mulyani) pada saat itu kan ya?",positif
Rakyat puas kpd presiden dan rakyat gk ikut turun demo😂 sudah terbukti salah. Data dan kenyataan berbanding terbalik,positif
BPK menteri yg baru selamat bekerja semoga Indonesia makin baik makin bersatu,positif
Mantab,positif
Ayo urang JABAR ..BUKTIKAN ANDA ISTIMEWA,positif
Gak kaya mulyono😂😂,netral
"Saya tidak paham ekonomi, mendengar penjelasan beliau kepala malah jadi pusing",negatif
"Yang penting jangan ikut2tan korupsi berjamaah dengan para pejabat2 DPR ya pak purbaya,😂😂😂",positif
Amin Amin Amin. Semoga pertumbuhan ekonomi Indonesia lebih baik. 🙏🙏🙏,positif
"Kira² pak prabowo menyiapkan ini bapak udah dari kapan ya?
Semoga terus bekerja dengan tepat dan cepat",positif
asal bapak senang....yg survei dia dia  sendiri simpulkan sendiri..,negatif
Klo di lihat dr cara bicara nya ini orang memiliki modal kuat untuk melaksanakan tugasnya ke arah yg lebih baik,positif
"Keren yang ini, silakan lupakan masa lalu yang kelam bersama SPG IMF",positif
"Fakoto utama kenapa negara kita jalan ditempat atau malah nyungsep....semua serba KKN ......masuk DPR nyogok, masuk polisi nyogok, masuk Jaksa nyogok hanya orang orang dalam saja yg bisa masuk, pokonya segala sesuatunya ngogok ...lalu bagaimana mungkin orang orang penting itu bisa berkualitas ??? Biar dungu bisa masuk juga kerja ..padahal banyak anak anak kita yg cerdasnya bukan main miskin tapi cerdas otak itu hanya 0,o2persen saja yg kepake sisanya nyogok aja.......
Orang pintar gak akan bisa yerpake dinegara ini kalo sistem kita itu itu saja...bagaimana ALLAH TDK marah kalian banyak berbuat dosa",negatif
"YAELAAHH ! CHANNEL APAAN NI ? kasi video yg bentukannya bagus dong bg. masa kaya gini, percuma lu uda di bayar shitus Besar Gembira77 duit uda banyakk annnjjjj",netral
"Mantap menteri ini, pilihan tepat 👍👍",positif
"Purbaya ini pro di bidang nya, kali ini pak Prabowo tepat memilih menteri semoga kedepannya plan dan rencana rencana nya bisa tepat, dan tanpa hambatan, agar perekonomian indonesia tumbuh semaksimal mungkin",positif
"Di awal tampak Menteri ini baik dan lugas, semoga tetap demikian untuk selanjutnya... 🙏🙏",positif
Percuma lah pak rakyat Indonesia tak akan sejahtera klo pejabatnya korupsi aset aset nya tidak di rampas sama negara...,negatif
INGAT PARA PEJABAT DPR MENTERI BELAJAR LAH DARI NEPAL JNGN MENG ANGGAP KECIL RAKYAT,negatif
bisalah ini orang baca grafiknya bagus...,positif
Saya yakin presentasi beliau yg menjadikan presiden untuk mengangkat beliau menjadi menteri keuangan,positif
Keren pak purbaya emang….,positif
"Setelah menjadi Menteri Keuangan, tolong Pak menteri jangan lupakan departemen bea-cukai yang sudah sangat terkenal dengan dunia korupsinya . Mohon jangan diabaikan. Kalau tidak diawasi akan mencoreng departemen yang dipimpin disektor keuangan",positif
"Waalaikumsalam warohmatulohi wabarakatuh🙏🙏 selamat shubuh menjelang pagi.salam sejahtera buat kita semua om Swastiastu name budaya salam kebajikan rahayu rahayu🙏🙏 mantap presiden RI.maaf kakek sy🙏🙏maaf eyang prabowo yang sy cintai. Maaf🙏🙏 om Purbaya menteri keuangan RI.maaf🙏🙏 kebiasaan sebut orang orang tinggal dan mendiami di pulau Sulawesi.bpk dan ibu👍👍👍🙏🙏.dari Raden Bagus  Boy Aldiansyah S.IP(Sarjana Ilmu politik)Bin Raden Bagus Nurwahyudi,SE(Sarjana Ilmu Ekonomi)(Raden Bagus) (Danang Sutawijaya)(panembahan Senopati)(sunan giri)(Sayyidina Hussein))🙏🙏demikianlah apa yang dapat sy sampaikan lebih dan kurangnya mohon dimaafkan billahi taufik walhidayah assalamu'alaikum warohmatulohi wabarakatuh🙏🙏 selamat shubuh menjelang pagi.salam sejahtera buat kita semua om Swastiastu name budaya salam kebajikan rahayu rahayu🙏🙏",positif
Terang2an menjilat,negatif
GW MUAKKK SAMA TEDDY.,netral
"Setelah paparan, apa yg akan dilakukan, real dong",positif
Gas Indonesia Menuju Lebih Baik .....,positif
Smoga bener2 amanah & bisa memajukan ekonomi Indonesia,positif
"Dukung Ekonomi Indonesia dengan beli UMKM dan warung sekitar, harus jangan pelit memutar uang untuk lingkungan sekitar dan produk dalam Negeri ❤",positif
Keren,positif
"Purbaya itu orang yang rendah hati. 
Sederhana dan bersih. 
Dia bukan koruptor. 
Kaya karena PROFESIONAL S2 & S3 nya jurusan ekonomi di Amerika.
Soal ngomong terpeleset.
 Bisa dimaklumi. Baru jadi menteri. 

Mari kita lihat hasil kerjanya.

Purbaya SMART dan HEBAT.

Jauh lebih pintar dari SRI MULYANI.

Sukses untuk Purbaya 

Kalo ngga kenal.
Ngga tahu. Jangan sok tahu.
Jangan sok menghujat ....!!!",positif
"report
statement
account
notification
advisory
breakdown
treatment

Gasskaen Gass poll 👍 Pak 
Rakyat dan masyarakat menanti Laju Pertumbuhan Ekonomi terbaik Indonesia, 🇮🇩 Buktikan segera dan ciptakan lapangan kerja Indonesia, Oven jobs  👍
 
( Monev Control Pengawasan) Pak Prabowo Subianto Presiden Indonesia 🇮🇩 2025-2029",positif
"HALAAAAHHHHH ! APAAAN INI ! gw mau kasi tau lu semua kalau channel itu kurang bermanfaat, lebih baik masuk gugel trus taro di atas Gembira77, Naaahh itu lebih bermanfaat karena dapat duit terus setiap hari wkwkwkkw",negatif
Sudah terjadi demo rusuh.... Artinya Puaaaas apa puasa ...🤭🤭🤭,negatif
"Saya juga gaya anda pak, kalau bisa ditingkat lagi 😅,",positif
"purbaya ini org genius iq nya, kasih kesempatan bs gak eksekusi di real nya",positif
Waduh telat buy euy,netral
DIKASIH TEORI ANGIN SEGAR MULU DARITADI..... BAYAR HUTANG RI GIMANA??.... MENGATASI PENGANGGURAN KARENA MINUMNYA LAPKER GMN?? PHK MASAL MENANGGULANGINYA GMN?? HAYO  ?? .....,negatif
Kondiai buruk karena 90 persen pria maun judol...gak ada yg lain kecuali dari judol,negatif
"Demo secara organik tidak. Tapi terjadi demo karena rekayasa sosial. Memanfaatkan framing, provokasi dan kemarahan publik.",negatif
"Tipikal manusia penjilat si Purbaya,😅",negatif
Smg Mentri keuangan yg baru bisa merubah lndonesia lebih maju...jangan menambah jumlah hutang negara.....hutang negara yg sdh menggunung...bisa lunas dg jual pulau Jawa berikut warganya .....ayo warga di Jawa siap siapppppp,positif
beliau present ini di awal thn meramal masyarakat puas dan ga ada demo thn ini tp ternyata agustus demo besar2an. itu sih yg kurang dr data ekonomi kita sulit meramal kepuasan masyarakat 🥲 ga ada yg bisa.,negatif
"Udah masuk ranah dikritik,",positif
Semoga bekerja dengan jujur,positif
"Penjelasannya emang kek orang yang ngerti banget bidang nya..mantap pak, tanpa text book 😂",positif
Indonesia sampei 2029 tidak jelas dan tidak ada kepastian,negatif
Yang di omongin survey . Berdasarkan data . 😂 kocak,negatif
"Kalo rujak (ratu pajak)  kalo presentasi mcm dia kasi makn rakyat 
 Kalo yg ini Mr miris (motivator optimis ) .. mudah2han rakyat jgn sampai di infus dia  tetap optimis",negatif
Optimis  bersama Bapak MenKeu,positif
"Dari pemaparan singkat ini terlihat bpk menkeu ini lbh paham soal ekonomi dibanding Sri Mulyono. Dan sejak sri menjabat menkeu, sy tak pernah melihat beliau memberikan pemaparan kondisi ekonomi RI spt ini.",positif
"data dr mana itu puas ? data aja bnyk  yg dimanipulasi, prinsip asal bapak senang bkn realita di masyarakat  😂😂",negatif
meanwhile anomali yang bilang saham itu judi 💁,negatif
"Peningkatan pendapatan negara ini tiak menurunkan pajak bagi masyarakat. 
Tapi keuntungan para konglomerat.",negatif
"Strategi perbankan hanya bisa meningkatkan ekonomi megara dan keuntungan konglomerat.
Tapi buat masyarakat miskin tidak akan mensejahtrakan masyarakat kecil.
Rakyat kecil tidak bisa merasakan langsung menggunakan kredit kecil. 
Karena birokrasi dan anggunan..
TIDAK BISA BERMANFAAT LANGSUNG UNTUK MASYARAKAT.
TAPI TETEP RENTAN KEJAHATAN PERBANGKAN",negatif
Seperti nya Beliau Ini Boleh Juga,positif
Mudah2an Amanah yah pak bisa memajukan ekonomi rakyat yg wajar dan baik...jgn cuma gelembungin diri sendiri ...bismilla Rakyat bahagia..kemiskinan tdk ada lg. Semua yg punya usaha membaik semua..semua pada punya pekerjaan dan punya uang,positif
"Awal analisa anda buruk,susah,pesimis,menurun eeeeehhh depannpresidwn anda Omon omon wkwkwwkwkk",negatif
"Dukung mentri keuangan ini, smapai menuju indonesia emas😍 pesan pak mentri"" guru harus di perhatikan""❤️ - semakin makmur guru, disiplin kerja ya semakin kencang❤",positif
"Coba harga sembako turun kan, pajak turun kan, pembayaran listrik turun kan",positif
Ini baru mentri yg mau tau informasi dari rakyat melakukan survey,positif
"Bbm aman, beras aman, politik relatif aman. 
Gas pak jng wait and see global lg 😊😊",positif
Mekeu mulai kumur kumur. Sudah 😅😅😅,negatif
Nah gini pak komunikasi ke masyarakat  terbuka 🎉,positif
Saya agak riskan dengan validitas survei yg dilakukan.Apakah survei di 10 kota yg dilakukan thd 1700 responden telah cukup representatif untuk menggambarkan kondisi real masyarakat umum?Karena presentasi itu dilakukan april dan sptnya sama sekali tidak dapat membaca potensi keresahan (kerusuhan)pada agustus lalu. Spt nya yg dipaparkan (masih) hanya untuk Agar Bapak Senang😊,negatif
"Ini yg saya suka, harus terbuka blak""an kalo memang keadaan pahit katakan pahit gk perlu di manis""kan!! Anda bekerja mengatur keuangan biar kami yg bekerja mengatur kebutuhan keluarga pak!!.",positif
Teori gampang yang penting bukti seperti dosen jangan banyak bicara kita lihat apa hasil nya dlm berapa bln kedepan.,negatif
Halah survei² gak menentukan kejelasannya yang puas sama pemerintah sekarang siapa coba,negatif
Asal Bapa Senang.. Buktinya rakyat susah demo besar2an,negatif
Santai di rasa bagi  rakyat yg kerja dg pemerintah' bagi  rakyat yg tdk kerja dg pemerintah berjuta org bagaimana Pak?,negatif
"sugar coating kali ah! tapi semoga masyarakat secara general bnr merasakanlah! masyarakat kita simple pak, cukup harga sembako ternkontRol, bbm murah, listrik murah. 3hal itu saja bukti kesuksesan perekonomian Indonesia, kalo penjualan mobil/motot/semen, itu mah bs dimonipoli manufacturer besar.",negatif
Kayaknya mending ini dari pada teh sisri,positif
"Asal Bapak Senang.
Faktanya saat ini pedagang/pengecer perdagingan resah, ayam potong/fillet mulai langka, harga ikan dori melejit  dan pedagang lokal kesulitan mndapat jatah kuota daging kerbau beku import.
Gimna tuh bos, Apa semua terserap ke MBG dan koperasi MP.
Apa benar isue pngusaha China mau memonopoli daging kerbau beku import yg masuk ke Indonesia?
Jadi apa gunanya duta besar RI di india Brazil Rusia dan AS sbgai  negara terbesar pngeksport daging kerbau beku, kok bisa kalah loby dgn diplomat china.",negatif
"UMKM YG PALING PERLU DI PERHATIKAN,, TERUTAMA HILIRISASI INDUSTRI.....BAGAIMANA MEMAMPAATKAN INDUSTRI RUMAH TANGGA,INDUSTRI KECIL BERKOLABORASI DENGAN INDUSTRI BESAR,...PEMERINTAH MEMUNGSIKAN DIRI SEBAGAI TALANGAN MODAL,PENGAWASAN MENAGEMEN INDUSTRI,MARKETING HASIL PRODUKSI,PASILITATOR PENGEMBANGAN TEHNOLOGI INDUSTRI DENGAN MEMBANGUN PASILITAS PENDIDIKAN DAN LANORATORIUM YG TERBARUKAN DAN BERTEHNOLOGI TINGGI.",negatif
"Hanya PDIP yg berani bersuara itulah karena mereka pintar, 

Gak ada yg lain pecundag semua, i Love PDI 

Semoga menjadi partai yg Terus solid untuk rakyatmu, 

Hanya dr fraksi PDI yg benar benar mewakilkan dr rakyat,",negatif
jika proyeksi ekonomi indonesia begitu baik ... mengapa mulyani diganti ???? ... something fishy 😅😅😅😅😅😅😅😅😅😅😅😅,netral
"Permasalahan kementrian keuangan bagi saya adalah uang keluar tidak menjadi tanggungjawab langsung kemenku untuk di telisik di audit di pastikan benar sampai ke tangan rakyat. Titik. Terutama jumlah nilai nya.. 

apakah susut ditengah jalan apakah di gerogoti..
bahkan apakah benar ada secuil sampai ke rakyat sesuai ajuan ??? Itu lah yang menjadi pemicu rakyat marah ..karena peran Kemenkeu tutupnmata tutupntekinga ambil semua pajak dari rakyat tapiiii ..kenapa rakyat kagak merata sejahtera?? Ehhh makin kesini malah makin marak pejabat kelolosan cungkil uang negara. 😢..wakil rakyat gendut gendut ..nah sehari 3 juta masuk kantong per kepala DPR  bro..rakyat nya mengais rejeki banting tulang aja sehari 5 ribu perak buat makan masih banyak Bu Sri ..kalo  ibu ada waktu luang Bu.. melihat langsung ke bawah...kesiannn rakyat kecil bu..😢

Adalah benar kementrian keuangan mengucurkan dana. Dan diawasi DPR... diminta pertanggung jawaban nya oleh lembaga DPR nahhhh.. kagak 'nyambung nya disini.. uang rakyat yang ibu kumpulkan apakah yakin sampai ke tangan rakyat ?

... Kemenkeu mengeluarkan uang rakyat lantas masa pakai  ilmu merem.. DPR juga terbiasa royal membelanjakan uang rakyat. Jadilahhhh ..bablas angin ne..🎉🎉🎉 hal hal ini jauh hari sudah seeing  di ungkap bapak Jokowi .. anggaran 100 sampai ke rakyat entah tinggal nama.. atau kalaupun sampai hanya SiMBOlis.. zip.

Bagi saya pribadi..Itu lah kenapa Kemenkeu Yth  bapak PURBAYA di hadirkan bapak Prabowo presiden kami ke tengah rakyat. 
Peran Kemenkeu yang sudah menetapkan narik sana sini uang rakyat paling tidak juga (harapan pak jokowi bapak prabowo ) Kemenkeu mulai lah peduli. tuh uang benar kah sampai ke rakyat ???..karena itu pak Purbaya hadir pak DPR...pemerintahan pak Prabowo soal kemekeu bebenah.

❤❤❤❤mantab kali presiden kami ini.... sehat selalu bapak Prabowo..aamin.. 🎉🎉🙏🙏🇮🇩🇮🇩kami selalu bersama bapak. 

Ayo pak Purbaya .. maju terus .. bapak bapak DPR mah serasa ospek kali ya..plonco dikit ..senior emang beda uhuy .😂 .. 
Apakah bagi bapak DPR serasa lebih lebih lebih kompeten ibu Sri kah vs bapak Purbaya?.. (ayok sama sama ditunggu ya pak DPR 🎉🎉🎉kiprah beliau.)

yang pastinnya masa lalu sudah lah berlalu.. bagus semua pihak berikan waktu bapak Purbaya bergerak secepat mungkin mendarma baktikan kemampuan terbaik beliau mengelola keuangan Indonesia ..fokus Asta cita untuk merata rakyat sejahtera..aamin.... 

Stop baper ...hayooo yang merasa bakal terusik karena  bakal rapet audit audit keuangan Kemenkeu . Bebenah lah.. indowsia ini milik rakyat segala lapisan. ❤..bagus stop berfikir untuk korup. Kesian rakyat.

Salam etti mei.",positif
Sepertinya mentri yang paling mencolok kelebihannya dibanding mentri yg lain,positif
"tulang punggung ekonomi indonesia kan pasar rakyat, tapi dia gak ada nyenggol umkm,,,selagi masih fokus di investasi dan pasar bursa, yah gak beda jauh ama yang lalu ekonominya",positif
